"","x"
"590",1.55930364717815
"591",1.51481112167258
"592",1.45650358219172
"593",1.42647991437617
"594",1.45229646047393
"595",1.13557600268886
"596",1.15928794438902
"597",1.22280755128809
"598",1.12576152244291
"599",1.06244590745276
"600",1.12486013630888
"601",1.05899911627054
"602",0.988420718939562
"603",1.03744556471932
"604",1.01691315090559
"605",0.816996469787045
"606",0.89055426264027
"607",0.707362679461052
"608",0.787316321013653
"609",0.734198377453622
"610",0.668749849499173
"611",0.814065497271419
"612",0.68820159667704
"613",0.628391558783491
"614",0.594856326954452
"615",0.618777366385889
"616",0.683893529236988
"617",0.692119370570467
"618",0.55022012160985
"619",0.379043263536328
"620",0.365830136514781
"621",0.482365654348721
"622",0.377693741718104
"623",0.506660928319331
"624",0.420367812397045
"625",0.454436530239736
"626",0.442392233869257
"627",0.421544643885551
"628",0.40806859778314
"629",0.461055283024978
"630",0.268626546877448
"631",0.387660256190694
"632",0.523331680425826
"633",0.283209178370758
"634",0.232544691138227
"635",0.345682827533461
"636",0.296378168593201
"637",0.236170475704747
"638",0.299758714787375
"639",0.294101690305872
"640",0.267535706315767
"641",0.244384675936327
"642",0.250306154646446
"643",0.186548823732997
"644",0.268774271821396
"645",0.278270643822998
"646",0.231177099978162
"647",0.300725656566582
"648",0.214287822211441
"649",0.208955635934891
"650",0.208842596853414
"651",0.178165826399722
"652",0.115591802637989
"653",0.136919727145507
"654",0.13816184368055
"655",0.0669942434047893
"656",0.259753734156649
"657",0.256289091480263
"658",0.178001357167839
"659",0.109495169793622
"660",0.205634733779021
"661",0.128146905199782
"662",0.228840588928851
"663",0.073783734375211
"664",0.100308249970673
"665",0.0702854637486859
"666",0.0599557831596611
"667",0.0738453918927284
"668",0.0349539515922267
"669",0.0752893281437169
"670",0.0330486303255533
"671",0.0347076861437535
"672",0.0555559786055078
"673",0.0669660569500828
"674",0.0920610916556505
"675",0.00166486311173361
"676",0.0649388292619385
"677",0.0455740913969106
"678",0.0664187547807362
"679",0.059230858547873
"680",0.0512458663193507
"681",0.0570469514430384
"682",0.0471226527292776
"683",0.039374767274737
"684",0.050654979125616
"685",0.0334910079900664
"686",0.000288589298310566
"687",0.0341541908016655
"688",0.0104072159239275
"689",0.0287940963134263
"690",0.00926630279822479
"691",0.0361946813468431
"692",0.0113961905977786
"693",0.00854008817298623
"694",0.0221173590912728
"695",0.0142651133748071
"696",0.00381997530876266
"697",0.0209809035854372
"698",0.0128725605847622
"699",0.00057717819586583
"700",0.00161894832003088
"701",0.0194548889749618
"702",0.0123564485196945
"703",0.000288589298310566
"704",0.014547186469561
"705",0.00976024472744984
"706",0.00711329424793922
"707",0.00321713033670455
"708",0.003795464058979
"709",0.00255835020740877
"710",0.00169819644506694
"711",0.00233879300697101
"712",0.000832433359325779
"713",0
"714",0
"715",0
"716",0
"717",0
"718",0
"719",0
"720",0
"721",0
"722",0
"723",0
"724",0
"725",0
"726",0
"727",0
"728",0
"729",0
"730",0
"731",0
"732",0
"733",0
"734",0
"735",0
"736",0
"737",0
"738",0
"739",0
"740",0
"741",0
"742",0
"743",0
"744",0
"745",0
"746",0
"747",0
"748",0
"749",0
"750",0
"751",0
"752",0
"753",0
"754",0
"755",0
"756",0
"757",0
"758",0
"759",0
"760",0
"761",0
"762",0
"763",0
"764",0
"765",0
"766",0
"767",0
"768",0
"769",0
"770",0
"771",0
"772",0
"773",0
"774",0
"775",0
"776",0
"777",0
"778",0
"779",0
"780",0
"781",0
"782",0
"783",0
"784",0
"785",3708.83311121535
